Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,155618,-,-,-,40.57,-122.38,-8,167,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,,3.2.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Surface Albedo,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
1999,1,1,0,30,0,0,0,0,0.11,1000,2,327,0.9,,,,,,
1999,1,1,1,30,0,0,0,0,0.11,1000,2,331,0.8,,,,,,
1999,1,1,2,30,-1,0,0,0,0.11,1000,2,337,0.8,,,,,,
1999,1,1,3,30,-1,0,0,0,0.11,990,2,324,0.9,,,,,,
1999,1,1,4,30,-2,0,0,0,0.11,990,2,316,0.9,,,,,,
1999,1,1,5,30,-2,0,0,0,0.11,1000,2,316,0.9,,,,,,
1999,1,1,6,30,-2,0,0,0,0.11,1000,2,322,0.8,,,,,,
1999,1,1,7,30,-2,0,0,0,0.11,1000,2,329,0.8,,,,,,
1999,1,1,8,30,-1,50,143,70,0.11,1000,4,326,1.1,,,,,,
1999,1,1,9,30,0,47,791,265,0.11,1000,7,316,1.2000000000000002,,,,,,
1999,1,1,10,30,1,53,877,383,0.11,1000,10,317,1.1,,,,,,
1999,1,1,11,30,2,148,458,347,0.11,1000,12,324,0.9,,,,,,
1999,1,1,12,30,2,57,920,465,0.11,1000,13,332,0.7000000000000001,,,,,,
1999,1,1,13,30,4,54,901,421,0.11,990,14,337,0.6000000000000001,,,,,,
1999,1,1,14,30,5,49,844,323,0.11,990,13,342,0.5,,,,,,
1999,1,1,15,30,8,39,718,185,0.11,1000,11,348,0.7000000000000001,,,,,,
1999,1,1,16,30,4,17,386,36,0.11,1000,9,351,1,,,,,,
1999,1,1,17,30,3,0,0,0,0.11,1000,7,353,1,,,,,,
1999,1,1,18,30,2,0,0,0,0.11,1000,6,345,0.8,,,,,,
1999,1,1,19,30,2,0,0,0,0.11,1000,6,340,0.8,,,,,,
1999,1,1,20,30,1,0,0,0,0.11,1000,6,337,0.9,,,,,,
1999,1,1,21,30,1,0,0,0,0.11,1000,5,335,0.8,,,,,,
1999,1,1,22,30,0,0,0,0,0.11,1000,5,334,0.8,,,,,,
1999,1,1,23,30,0,0,0,0,0.11,1000,4,331,0.8,,,,,,
1999,1,2,0,30,-1,0,0,0,0.11,1000,4,337,0.8,,,,,,
1999,1,2,1,30,-2,0,0,0,0.11,1000,4,342,0.8,,,,,,
1999,1,2,2,30,-3,0,0,0,0.11,1000,4,342,0.8,,,,,,
1999,1,2,3,30,-3,0,0,0,0.11,1000,4,344,0.8,,,,,,
1999,1,2,4,30,-3,0,0,0,0.11,1000,4,352,0.8,,,,,,
1999,1,2,5,30,-2,0,0,0,0.11,1000,4,356,0.8,,,,,,
1999,1,2,6,30,-2,0,0,0,0.11,1000,4,356,0.8,,,,,,
1999,1,2,7,30,-2,0,0,0,0.11,1000,5,337,1,,,,,,
1999,1,2,8,30,0,45,291,86,0.11,1000,7,328,1.2000000000000002,,,,,,
1999,1,2,9,30,1,104,244,172,0.11,1000,9,322,1.4000000000000001,,,,,,
1999,1,2,10,30,3,57,853,379,0.11,1000,11,316,1.5,,,,,,
1999,1,2,11,30,4,61,893,448,0.11,1000,13,312,1.5,,,,,,
1999,1,2,12,30,6,61,903,463,0.11,990,14,308,1.4000000000000001,,,,,,
1999,1,2,13,30,7,59,882,419,0.11,990,15,307,1.2000000000000002,,,,,,
1999,1,2,14,30,8,53,825,323,0.11,990,14,308,1,,,,,,
1999,1,2,15,30,9,42,697,185,0.11,990,12,317,0.8,,,,,,
1999,1,2,16,30,6,18,360,37,0.11,990,10,329,0.8,,,,,,
1999,1,2,17,30,5,0,0,0,0.11,990,8,336,0.9,,,,,,
1999,1,2,18,30,4,0,0,0,0.11,1000,8,338,0.9,,,,,,
1999,1,2,19,30,3,0,0,0,0.11,1000,7,338,0.9,,,,,,
1999,1,2,20,30,2,0,0,0,0.11,1000,6,337,0.8,,,,,,
1999,1,2,21,30,1,0,0,0,0.11,1000,6,335,0.8,,,,,,
1999,1,2,22,30,0,0,0,0,0.11,1000,5,333,0.8,,,,,,
1999,1,2,23,30,0,0,0,0,0.11,1000,4,332,0.8,,,,,,
1999,1,3,0,30,-1,0,0,0,0.11,1000,4,333,0.8,,,,,,
1999,1,3,1,30,-1,0,0,0,0.11,1000,4,333,0.7000000000000001,,,,,,
1999,1,3,2,30,-2,0,0,0,0.11,1000,3,335,0.7000000000000001,,,,,,
1999,1,3,3,30,-2,0,0,0,0.11,1000,2,336,0.7000000000000001,,,,,,
1999,1,3,4,30,-2,0,0,0,0.11,1000,2,339,0.6000000000000001,,,,,,
1999,1,3,5,30,-2,0,0,0,0.11,1000,1,344,0.6000000000000001,,,,,,
1999,1,3,6,30,-2,0,0,0,0.11,1000,1,346,0.6000000000000001,,,,,,
1999,1,3,7,30,-2,0,0,0,0.11,1000,2,344,0.8,,,,,,
